"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"1193","group_3680","acetyltransferase GNAT family protein","ydaF_2",18,7,4,0.511316872427984,"GROUP_3680 ACETYLTRANSFERASE GNAT FAMILY PROTEIN YDAF_2",FALSE,FALSE,FALSE,0,0
"1194","group_4074","6-phospho-beta-glucosidase AscB","bglA",18,7,NA,0.511316872427984,"GROUP_4074 6-PHOSPHO-BETA-GLUCOSIDASE ASCB BGLA",FALSE,FALSE,FALSE,0,0
"1195","group_6343","glyoxalase family protein","catE",18,7,NA,0.511316872427984,"GROUP_6343 GLYOXALASE FAMILY PROTEIN CATE",FALSE,FALSE,FALSE,0,0
"1196","group_7185","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein","malX",18,7,1,0.511316872427984,"GROUP_7185 MALTOSE/MALTODEXTRIN ABC TRANSPORTER MALTOSE/MALTODEXTRIN-BINDING PROTEIN MALX",FALSE,FALSE,FALSE,0,0
"1197","group_10187","cobalt transport protein","ykoC",13,5,NA,0.505698005698006,"GROUP_10187 COBALT TRANSPORT PROTEIN YKOC",FALSE,FALSE,FALSE,0,0
"1198","group_11165","YitT family protein","",13,5,1,0.505698005698006,"GROUP_11165 YITT FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1199","group_11206","ABC transporter substrate-binding protein","yesO_3",13,5,1,0.505698005698006,"GROUP_11206 ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN YESO_3",FALSE,FALSE,FALSE,0,0
"1200","group_3353","membrane protein","",13,5,1,0.505698005698006,"GROUP_3353 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1201","group_4103","ABC transporter membrane-spanning protein","",13,5,1,0.505698005698006,"GROUP_4103 ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1202","group_4975","Plasmid pRiA4b ORF-3-like protein","",13,5,1,0.505698005698006,"GROUP_4975 PLASMID PRIA4B ORF-3-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1203","group_5032","transcriptional activator Rgg/GadR/MutR family protein","rgg",13,5,NA,0.505698005698006,"GROUP_5032 TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN RGG",FALSE,FALSE,FALSE,0,0
"1204","group_7413","glycosyl hydrolase family 20 (GH20) protein","bglK_1",13,5,1,0.505698005698006,"GROUP_7413 GLYCOSYL HYDROLASE FAMILY 20 (GH20) PROTEIN BGLK_1",FALSE,FALSE,FALSE,0,0
"1205","group_5639","pullulanase","pulA_1",21,8,2,0.500881834215168,"GROUP_5639 PULLULANASE PULA_1",FALSE,FALSE,FALSE,0,0
"1206","yjjP","membrane spanning protein","",21,8,3,0.500881834215168,"YJJP MEMBRANE SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1207","pulA_1","pullulanase","",24,9,5,0.493055555555556,"PULA_1 PULLULANASE ",FALSE,FALSE,FALSE,0,0
"1208","cbpI","choline binding protein CbpI","",16,6,NA,0.493055555555556,"CBPI CHOLINE BINDING PROTEIN CBPI ",FALSE,FALSE,FALSE,0,0
"1209","dpnD","dpnD protein","",16,6,NA,0.493055555555556,"DPND DPND PROTEIN ",FALSE,FALSE,FALSE,0,0
"1210","group_11931","excreted peptide","",16,6,2,0.493055555555556,"GROUP_11931 EXCRETED PEPTIDE ",FALSE,FALSE,FALSE,0,0
"1211","group_14972","choline binding protein I","lytA_2",16,6,NA,0.493055555555556,"GROUP_14972 CHOLINE BINDING PROTEIN I LYTA_2",FALSE,FALSE,FALSE,0,0
"1212","group_3169","bacteriocin-associated integral membrane protein","",16,6,3,0.493055555555556,"GROUP_3169 BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1213","group_3173","bacteriocin-associated integral membrane protein","",16,6,4,0.493055555555556,"GROUP_3173 BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1214","group_3705","type II DNA modification methyltransferase","hhaIM",16,6,NA,0.493055555555556,"GROUP_3705 TYPE II DNA MODIFICATION METHYLTRANSFERASE HHAIM",FALSE,FALSE,FALSE,0,0
"1215","group_3800","competence-induced protein Ccs4","",16,6,1,0.493055555555556,"GROUP_3800 COMPETENCE-INDUCED PROTEIN CCS4 ",FALSE,FALSE,FALSE,0,0
"1216","group_8044","phosphorylase Pnp/Udp family protein","deoD_1",16,6,NA,0.493055555555556,"GROUP_8044 PHOSPHORYLASE PNP/UDP FAMILY PROTEIN DEOD_1",FALSE,FALSE,FALSE,0,0
"1217","maa","maltose O-acetyltransferase","",16,6,NA,0.493055555555556,"MAA MALTOSE O-ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1218","phtA","pneumococcal histidine triad protein A precursor","",16,6,3,0.493055555555556,"PHTA PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN A PRECURSOR ",FALSE,FALSE,FALSE,0,0
"1219","pinR","site-specific DNA recombinase","",16,6,2,0.493055555555556,"PINR SITE-SPECIFIC DNA RECOMBINASE ",FALSE,FALSE,FALSE,0,0
"1220","zmpC","zinc metalloprotease ZmpC","",16,6,NA,0.493055555555556,"ZMPC ZINC METALLOPROTEASE ZMPC ",FALSE,FALSE,FALSE,0,0
"1221","bcgIB","type II restriction endonuclease","",8,3,NA,0.493055555555556,"BCGIB TYPE II RESTRICTION ENDONUCLEASE ",FALSE,FALSE,FALSE,0,0
"1222","ciaH","histidine kinase","",8,3,NA,0.493055555555556,"CIAH HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"1223","comE","response regulator","",8,3,1,0.493055555555556,"COME RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"1224","group_11301","FtsK/SpoIIIE family protein","ftsK_1",8,3,NA,0.493055555555556,"GROUP_11301 FTSK/SPOIIIE FAMILY PROTEIN FTSK_1",FALSE,FALSE,FALSE,0,0
"1225","group_11580","U32 family peptidase","yhbU_2",8,3,NA,0.493055555555556,"GROUP_11580 U32 FAMILY PEPTIDASE YHBU_2",FALSE,FALSE,FALSE,0,0
"1226","group_12766","type II restriction-modification system regulatory protein","",8,3,NA,0.493055555555556,"GROUP_12766 TYPE II RESTRICTION-MODIFICATION SYSTEM REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1227","group_15511","histidine kinase","ciaH",8,3,NA,0.493055555555556,"GROUP_15511 HISTIDINE KINASE CIAH",FALSE,FALSE,FALSE,0,0
"1228","group_16191","phosphatidylglycerophosphatase A","pgpA",8,3,NA,0.493055555555556,"GROUP_16191 PHOSPHATIDYLGLYCEROPHOSPHATASE A PGPA",FALSE,FALSE,FALSE,0,0
"1229","group_1859","transcriptional regulator","pezA",8,3,NA,0.493055555555556,"GROUP_1859 TRANSCRIPTIONAL REGULATOR PEZA",FALSE,FALSE,FALSE,0,0
"1230","group_2208","type I restriction-modification system M protein","hsdR_2",8,3,1,0.493055555555556,"GROUP_2208 TYPE I RESTRICTION-MODIFICATION SYSTEM M PROTEIN HSDR_2",FALSE,FALSE,FALSE,0,0
"1231","group_3163","radical SAM enzyme Cfr family","rlmN",8,3,NA,0.493055555555556,"GROUP_3163 RADICAL SAM ENZYME CFR FAMILY RLMN",FALSE,FALSE,FALSE,0,0
"1232","group_4899","endonuclease/exonuclease/phosphatase family","",8,3,3,0.493055555555556,"GROUP_4899 ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY ",FALSE,FALSE,FALSE,0,0
"1233","group_505","PblB","",8,3,5,0.493055555555556,"GROUP_505 PBLB ",FALSE,FALSE,FALSE,0,0
"1234","group_5326","argininosuccinate synthase truncation","argG",8,3,NA,0.493055555555556,"GROUP_5326 ARGININOSUCCINATE SYNTHASE TRUNCATION ARGG",FALSE,FALSE,FALSE,0,0
"1235","group_5806","ABC transporter ATP-binding protein/permease","yheI_2",8,3,3,0.493055555555556,"GROUP_5806 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE YHEI_2",FALSE,FALSE,FALSE,0,0
"1236","group_5999","caax amino protease family protein","",8,3,NA,0.493055555555556,"GROUP_5999 CAAX AMINO PROTEASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1237","group_6106","major facilitator superfamily permease","",8,3,2,0.493055555555556,"GROUP_6106 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"1238","group_622","pneumococcal histidine triad protein A precursor","phtA",8,3,3,0.493055555555556,"GROUP_622 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN A PRECURSOR PHTA",FALSE,FALSE,FALSE,0,0
"1239","group_6448","Bacteriocin ABC transoporter","lagD_1",8,3,NA,0.493055555555556,"GROUP_6448 BACTERIOCIN ABC TRANSOPORTER LAGD_1",FALSE,FALSE,FALSE,0,0
"1240","group_7906","phosphoglycerate mutase family protein","",8,3,4,0.493055555555556,"GROUP_7906 PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1241","group_7947","ATP-dependent helicase DinG","dinG",8,3,NA,0.493055555555556,"GROUP_7947 ATP-DEPENDENT HELICASE DING DING",FALSE,FALSE,FALSE,0,0
"1242","group_8225","ABC transporter ATP-binding protein/permease","msbA_1",8,3,NA,0.493055555555556,"GROUP_8225 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE MSBA_1",FALSE,FALSE,FALSE,0,0
"1243","group_8354","methyltransferase","",8,3,1,0.493055555555556,"GROUP_8354 METHYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1244","group_9366","integral membrane protein","",8,3,1,0.493055555555556,"GROUP_9366 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1245","gsiB","oligopeptide ABC transporteroligopeptide-binding protein","",8,3,NA,0.493055555555556,"GSIB OLIGOPEPTIDE ABC TRANSPORTEROLIGOPEPTIDE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1246","pgpA","phosphatidylglycerophosphatase A","",8,3,NA,0.493055555555556,"PGPA PHOSPHATIDYLGLYCEROPHOSPHATASE A ",FALSE,FALSE,FALSE,0,0
"1247","ygaZ","branched-chain amino acid transport protein","",8,3,NA,0.493055555555556,"YGAZ BRANCHED-CHAIN AMINO ACID TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"1248","yhbU_2","U32 family peptidase","",8,3,NA,0.493055555555556,"YHBU_2 U32 FAMILY PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"1249","degA_1","transcriptional regulator","",27,10,4,0.486968449931413,"DEGA_1 TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1250","group_11000","transcriptional regulator","degA_1",27,10,4,0.486968449931413,"GROUP_11000 TRANSCRIPTIONAL REGULATOR DEGA_1",FALSE,FALSE,FALSE,0,0
"1251","group_12342","PTS system transporter subunit IID","manZ_3",19,7,NA,0.484405458089669,"GROUP_12342 PTS SYSTEM TRANSPORTER SUBUNIT IID MANZ_3",FALSE,FALSE,FALSE,0,0
"1252","group_149","chlorohydrolase","",19,7,4,0.484405458089669,"GROUP_149 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"1253","amiF","oligopeptide ABC transporter ATP-binding protein AmiF","",11,4,1,0.478114478114478,"AMIF OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF ",FALSE,FALSE,FALSE,0,0
"1254","group_1070","autolysin","lytA_6",11,4,NA,0.478114478114478,"GROUP_1070 AUTOLYSIN LYTA_6",FALSE,FALSE,FALSE,0,0
"1255","group_11376","glyoxalase family protein","",11,4,3,0.478114478114478,"GROUP_11376 GLYOXALASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1256","group_5302","ABC transporter ATP-binding protein","tcyC",11,4,NA,0.478114478114478,"GROUP_5302 ABC TRANSPORTER ATP-BINDING PROTEIN TCYC",FALSE,FALSE,FALSE,0,0
"1257","group_6101","protoheme ferro-lyase","hemH",11,4,1,0.478114478114478,"GROUP_6101 PROTOHEME FERRO-LYASE HEMH",FALSE,FALSE,FALSE,0,0
"1258","group_6223","Phage protein","",11,4,NA,0.478114478114478,"GROUP_6223 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1259","group_9793","putative transcriptional regulator","",11,4,NA,0.478114478114478,"GROUP_9793 PUTATIVE TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1260","group_98","chlorohydrolase","thrB",11,4,NA,0.478114478114478,"GROUP_98 CHLOROHYDROLASE THRB",FALSE,FALSE,FALSE,0,0
"1261","group_14103","Phage protein","",14,5,1,0.46957671957672,"GROUP_14103 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1262","group_5523","ribosomal small subunit pseudouridine synthase A","rsuA",14,5,NA,0.46957671957672,"GROUP_5523 RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A RSUA",FALSE,FALSE,FALSE,0,0
"1263","group_7135","transcriptional activator","atxA",14,5,NA,0.46957671957672,"GROUP_7135 TRANSCRIPTIONAL ACTIVATOR ATXA",FALSE,FALSE,FALSE,0,0
"1264","yesO_3","ABC transporter substrate-binding protein","",14,5,1,0.46957671957672,"YESO_3 ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1265","group_8100","lichenan-specific phosphotransferase enzyme iia component (pts system lichenan-specific eiia component) (eiia-lic) (eiii-lic)","lacF_1",17,6,2,0.464052287581699,"GROUP_8100 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC) LACF_1",FALSE,FALSE,FALSE,0,0
"1266","group_2564","choline binding protein E CbpE","lytB_3",20,7,NA,0.460185185185185,"GROUP_2564 CHOLINE BINDING PROTEIN E CBPE LYTB_3",FALSE,FALSE,FALSE,0,0
"1267","group_2027","protein LacX plasmid","nanA_2",23,8,2,0.457326892109501,"GROUP_2027 PROTEIN LACX PLASMID NANA_2",FALSE,FALSE,FALSE,0,0
"1268","group_6620","DNA modification methyltransferase M.XbaI","yhdJ",23,8,3,0.457326892109501,"GROUP_6620 DNA MODIFICATION METHYLTRANSFERASE M.XBAI YHDJ",FALSE,FALSE,FALSE,0,0
"1269","group_14735","Membrane protein","",21,7,4,0.438271604938272,"GROUP_14735 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1270","deoD_1","phosphorylase Pnp/Udp family protein","",18,6,5,0.438271604938272,"DEOD_1 PHOSPHORYLASE PNP/UDP FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1271","group_17375","Copper-sensing transcriptional repressor csoR","",15,5,NA,0.438271604938272,"GROUP_17375 COPPER-SENSING TRANSCRIPTIONAL REPRESSOR CSOR ",FALSE,FALSE,FALSE,0,0
"1272","group_4102","ABC transporter membrane-spanning protein","",15,5,1,0.438271604938272,"GROUP_4102 ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1273","igA","immunoglobulin A1 protease","",15,5,4,0.438271604938272,"IGA IMMUNOGLOBULIN A1 PROTEASE ",FALSE,FALSE,FALSE,0,0
"1274","gpi","glucose-6-phosphate isomerase","",12,4,2,0.438271604938272,"GPI GLUCOSE-6-PHOSPHATE ISOMERASE ",FALSE,FALSE,FALSE,0,0
"1275","group_12539","glutamine amidotransferase class-I","guaA_2",12,4,2,0.438271604938272,"GROUP_12539 GLUTAMINE AMIDOTRANSFERASE CLASS-I GUAA_2",FALSE,FALSE,FALSE,0,0
"1276","group_16372","glucose-6-phosphate isomerase","gpi",12,4,2,0.438271604938272,"GROUP_16372 GLUCOSE-6-PHOSPHATE ISOMERASE GPI",FALSE,FALSE,FALSE,0,0
"1277","group_4547","integral membrane protein","",12,4,NA,0.438271604938272,"GROUP_4547 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1278","guaA_2","glutamine amidotransferase class-I","",12,4,2,0.438271604938272,"GUAA_2 GLUTAMINE AMIDOTRANSFERASE CLASS-I ",FALSE,FALSE,FALSE,0,0
"1279","yjjK","ABC transporter ATP-binding protein","",12,4,6,0.438271604938272,"YJJK ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1280","cat","chloramphenicol acetyltransferase","",9,3,NA,0.438271604938272,"CAT CHLORAMPHENICOL ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1281","drrA","ABC transporter ATP-binding protein","",9,3,NA,0.438271604938272,"DRRA ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1282","group_10274","Beta glucanase","glcA",9,3,NA,0.438271604938272,"GROUP_10274 BETA GLUCANASE GLCA",FALSE,FALSE,FALSE,0,0
"1283","group_10438","Phage gp6-like head-tail connector protein","",9,3,2,0.438271604938272,"GROUP_10438 PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"1284","group_10789","single-strand binding protein family","ssb",9,3,NA,0.438271604938272,"GROUP_10789 SINGLE-STRAND BINDING PROTEIN FAMILY SSB",FALSE,FALSE,FALSE,0,0
"1285","group_11609","Lin0147","",9,3,1,0.438271604938272,"GROUP_11609 LIN0147 ",FALSE,FALSE,FALSE,0,0
"1286","group_11611","Lin0147","",9,3,1,0.438271604938272,"GROUP_11611 LIN0147 ",FALSE,FALSE,FALSE,0,0
"1287","group_1178","serine protease","prtP",9,3,3,0.438271604938272,"GROUP_1178 SERINE PROTEASE PRTP",FALSE,FALSE,FALSE,0,0
"1288","group_1217","choline binding protein G","lytA_5",9,3,NA,0.438271604938272,"GROUP_1217 CHOLINE BINDING PROTEIN G LYTA_5",FALSE,FALSE,FALSE,0,0
"1289","group_12433","Uncharacterized protein conserved in bacteria","",9,3,NA,0.438271604938272,"GROUP_12433 UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA ",FALSE,FALSE,FALSE,0,0
"1290","group_12535","peptide ABC transporter permease","amiD",9,3,NA,0.438271604938272,"GROUP_12535 PEPTIDE ABC TRANSPORTER PERMEASE AMID",FALSE,FALSE,FALSE,0,0
"1291","group_13743","tagatose 16-diphosphate aldolase","lacD",9,3,NA,0.438271604938272,"GROUP_13743 TAGATOSE 16-DIPHOSPHATE ALDOLASE LACD",FALSE,FALSE,FALSE,0,0
"1292","group_15441","ROK family protein putative","mlc",9,3,NA,0.438271604938272,"GROUP_15441 ROK FAMILY PROTEIN PUTATIVE MLC",FALSE,FALSE,FALSE,0,0
"1293","group_1756","Tn5252 relaxase","",9,3,NA,0.438271604938272,"GROUP_1756 TN5252 RELAXASE ",FALSE,FALSE,FALSE,0,0
"1294","group_5870","damage inducible DinF protein","dinF",9,3,2,0.438271604938272,"GROUP_5870 DAMAGE INDUCIBLE DINF PROTEIN DINF",FALSE,FALSE,FALSE,0,0
"1295","group_593","pneumococcal histidine triad protein A precursor","phtA",9,3,2,0.438271604938272,"GROUP_593 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN A PRECURSOR PHTA",FALSE,FALSE,FALSE,0,0
"1296","group_6178","ATP-dependent Clp protease ATP-binding subunit","clpE",9,3,1,0.438271604938272,"GROUP_6178 ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPE",FALSE,FALSE,FALSE,0,0
"1297","group_7165","N-(5'-phosphoribosyl)anthranilate isomerase","trpF",9,3,3,0.438271604938272,"GROUP_7165 N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE TRPF",FALSE,FALSE,FALSE,0,0
"1298","group_7390","maltodextrin ABC transporter permease","malF",9,3,1,0.438271604938272,"GROUP_7390 MALTODEXTRIN ABC TRANSPORTER PERMEASE MALF",FALSE,FALSE,FALSE,0,0
"1299","group_8407","tyrosine recombinase","xerD",9,3,NA,0.438271604938272,"GROUP_8407 TYROSINE RECOMBINASE XERD",FALSE,FALSE,FALSE,0,0
"1300","group_8529","purine nucleoside phosphorylase","punA",9,3,NA,0.438271604938272,"GROUP_8529 PURINE NUCLEOSIDE PHOSPHORYLASE PUNA",FALSE,FALSE,FALSE,0,0
"1301","iphP","Protein tyrosine phosphatase","",9,3,NA,0.438271604938272,"IPHP PROTEIN TYROSINE PHOSPHATASE ",FALSE,FALSE,FALSE,0,0
"1302","lacD","tagatose 16-diphosphate aldolase","",9,3,NA,0.438271604938272,"LACD TAGATOSE 16-DIPHOSPHATE ALDOLASE ",FALSE,FALSE,FALSE,0,0
"1303","lytB_4","choline binding protein J","",9,3,NA,0.438271604938272,"LYTB_4 CHOLINE BINDING PROTEIN J ",FALSE,FALSE,FALSE,0,0
"1304","metG2","methionyl-tRNA synthetase","",9,3,NA,0.438271604938272,"METG2 METHIONYL-TRNA SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"1305","punA","purine nucleoside phosphorylase","",9,3,NA,0.438271604938272,"PUNA PURINE NUCLEOSIDE PHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"1306","trpF","N-(5'-phosphoribosyl)anthranilate isomerase","",9,3,3,0.438271604938272,"TRPF N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE ",FALSE,FALSE,FALSE,0,0
"1307","group_7771","GNAT family acetyltransferase","",22,7,3,0.418350168350168,"GROUP_7771 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1308","group_7772","GNAT family acetyltransferase","",22,7,3,0.418350168350168,"GROUP_7772 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1309","group_10468","glutamine amidotransferase class I","",19,6,3,0.415204678362573,"GROUP_10468 GLUTAMINE AMIDOTRANSFERASE CLASS I ",FALSE,FALSE,FALSE,0,0
"1310","group_14698","methionyl aminopeptidase","map",19,6,3,0.415204678362573,"GROUP_14698 METHIONYL AMINOPEPTIDASE MAP",FALSE,FALSE,FALSE,0,0
"1311","map","methionyl aminopeptidase","",19,6,3,0.415204678362573,"MAP METHIONYL AMINOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"1312","group_13993","catabolite control protein","ccpA_1",16,5,2,0.41087962962963,"GROUP_13993 CATABOLITE CONTROL PROTEIN CCPA_1",FALSE,FALSE,FALSE,0,0
"1313","group_14757","conserved structural protein putative","",16,5,3,0.41087962962963,"GROUP_14757 CONSERVED STRUCTURAL PROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1314","group_3223","choline binding protein G","cbpG",16,5,NA,0.41087962962963,"GROUP_3223 CHOLINE BINDING PROTEIN G CBPG",FALSE,FALSE,FALSE,0,0
"1315","group_8099","lichenan-specific phosphotransferase enzyme iia component (pts system lichenan-specific eiia component) (eiia-lic) (eiii-lic)","lacF_1",16,5,2,0.41087962962963,"GROUP_8099 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC) LACF_1",FALSE,FALSE,FALSE,0,0
"1316","group_8793","ATP-dependent Zn protease","",16,5,6,0.41087962962963,"GROUP_8793 ATP-DEPENDENT ZN PROTEASE ",FALSE,FALSE,FALSE,0,0
"1317","kfoC_1","glycosyltransferase","",16,5,1,0.41087962962963,"KFOC_1 GLYCOSYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1318","gpdA","glycerol-3-phosphate dehydrogenase (NAD(P)+)","",13,4,2,0.404558404558405,"GPDA GLYCEROL-3-PHOSPHATE DEHYDROGENASE (NAD(P)+) ",FALSE,FALSE,FALSE,0,0
"1319","group_13472","glycerol-3-phosphate dehydrogenase (NAD(P)+)","gpdA",13,4,3,0.404558404558405,"GROUP_13472 GLYCEROL-3-PHOSPHATE DEHYDROGENASE (NAD(P)+) GPDA",FALSE,FALSE,FALSE,0,0
"1320","msbA_2","ABC transporter ATP-binding protein/permease","",13,4,2,0.404558404558405,"MSBA_2 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"1321","yqbO","TMP repeat family","",23,7,5,0.400161030595813,"YQBO TMP REPEAT FAMILY ",FALSE,FALSE,FALSE,0,0
"1322","fepD_2","iron-compound ABC transporter permease","",10,3,NA,0.394444444444444,"FEPD_2 IRON-COMPOUND ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"1323","group_1083","autolysin","lytA_6",10,3,NA,0.394444444444444,"GROUP_1083 AUTOLYSIN LYTA_6",FALSE,FALSE,FALSE,0,0
"1324","group_12260","bacteriocin BlpJ","blpK",10,3,NA,0.394444444444444,"GROUP_12260 BACTERIOCIN BLPJ BLPK",FALSE,FALSE,FALSE,0,0
"1325","group_1568","Tn5253 bacteriocine putative","",10,3,1,0.394444444444444,"GROUP_1568 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1326","group_16184","UPF0374 protein SSU05","",10,3,1,0.394444444444444,"GROUP_16184 UPF0374 PROTEIN SSU05 ",FALSE,FALSE,FALSE,0,0
"1327","group_3409","L-lactate oxidase","lctO",10,3,NA,0.394444444444444,"GROUP_3409 L-LACTATE OXIDASE LCTO",FALSE,FALSE,FALSE,0,0
"1328","group_3421","conserved protein/domain typically associated with flavoprotein oxygenase Dim6/ntab family","ydaF_2",10,3,4,0.394444444444444,"GROUP_3421 CONSERVED PROTEIN/DOMAIN TYPICALLY ASSOCIATED WITH FLAVOPROTEIN OXYGENASE DIM6/NTAB FAMILY YDAF_2",FALSE,FALSE,FALSE,0,0
"1329","group_4674","arsenate reductase-like glutaredoxin family protein","spxA_3",10,3,2,0.394444444444444,"GROUP_4674 ARSENATE REDUCTASE-LIKE GLUTAREDOXIN FAMILY PROTEIN SPXA_3",FALSE,FALSE,FALSE,0,0
"1330","group_7608","adenine-specific methyltransferase","yhdJ_2",10,3,NA,0.394444444444444,"GROUP_7608 ADENINE-SPECIFIC METHYLTRANSFERASE YHDJ_2",FALSE,FALSE,FALSE,0,0
"1331","group_7907","phosphoglycerate mutase family protein","",10,3,3,0.394444444444444,"GROUP_7907 PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1332","group_7948","serine/threonine protein phosphatase family protein","",10,3,1,0.394444444444444,"GROUP_7948 SERINE/THREONINE PROTEIN PHOSPHATASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1333","group_9367","integral membrane protein","",10,3,1,0.394444444444444,"GROUP_9367 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1334","mlc","ROK family protein putative","",10,3,NA,0.394444444444444,"MLC ROK FAMILY PROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1335","rarA","chromosome segregation helicase ATPase AAA family","",10,3,1,0.394444444444444,"RARA CHROMOSOME SEGREGATION HELICASE ATPASE AAA FAMILY ",FALSE,FALSE,FALSE,0,0
"1336","gor","glutathione reductase","",17,5,1,0.386710239651416,"GOR GLUTATHIONE REDUCTASE ",FALSE,FALSE,FALSE,0,0
"1337","group_13528","glutathione reductase","gor",17,5,1,0.386710239651416,"GROUP_13528 GLUTATHIONE REDUCTASE GOR",FALSE,FALSE,FALSE,0,0
"1338","mtlA","PTS system mannitol-specific transporter subunit EIIBC","",17,5,6,0.386710239651416,"MTLA PTS SYSTEM MANNITOL-SPECIFIC TRANSPORTER SUBUNIT EIIBC ",FALSE,FALSE,FALSE,0,0
