"","coef","Gene"
"VICX_METALLO-BETA-LACTAMASE SUPERFAMILY PROTEIN",-0.24186916091752,"VICX_METALLO-BETA-LACTAMASE SUPERFAMILY PROTEIN"
"GROUP_14403_AMINO ACID ABC TRANSPORTER PERMEASE",-0.242140538545347,"GROUP_14403_AMINO ACID ABC TRANSPORTER PERMEASE"
"GROUP_7773_GNAT FAMILY ACETYLTRANSFERASE",-0.242508846212963,"GROUP_7773_GNAT FAMILY ACETYLTRANSFERASE"
"PBPE_BETA-LACTAMASE",-0.243025398701465,"PBPE_BETA-LACTAMASE"
"LMRA_1_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.243129034873612,"LMRA_1_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_16740_PHAGE PROTEIN",-0.244190308772071,"GROUP_16740_PHAGE PROTEIN"
"YHAP_NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",-0.245539343436497,"YHAP_NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE"
"GROUP_10866_TRANSCRIPTIONAL REGULATOR",-0.246655519040943,"GROUP_10866_TRANSCRIPTIONAL REGULATOR"
"LICT_2_ANTITERMINATOR PROTEIN",-0.247989740687315,"LICT_2_ANTITERMINATOR PROTEIN"
"GROUP_3204_CHOLINE BINDING PROTEIN F",-0.248923005416644,"GROUP_3204_CHOLINE BINDING PROTEIN F"
"GROUP_12302_CMP-BINDING-FACTOR 1",-0.249136799446805,"GROUP_12302_CMP-BINDING-FACTOR 1"
"GROUP_15627_ABC TRANSPORTER PERMEASE",-0.249244209032373,"GROUP_15627_ABC TRANSPORTER PERMEASE"
"GROUP_5510_PUTATIVE PEPTIDASE",-0.24976137075624,"GROUP_5510_PUTATIVE PEPTIDASE"
"GROUP_9950_LIPOPROTEIN PUTATIVE",-0.250188440828147,"GROUP_9950_LIPOPROTEIN PUTATIVE"
"GROUP_6739_HAD SUPERFAMILY HYDROLASE",-0.251300487154465,"GROUP_6739_HAD SUPERFAMILY HYDROLASE"
"GROUP_15103_COMPETENCE ASSOCIATED ENDONUCLEASE",-0.253650197188657,"GROUP_15103_COMPETENCE ASSOCIATED ENDONUCLEASE"
"GROUP_1620_PHAGE PROTEIN",-0.255084956335031,"GROUP_1620_PHAGE PROTEIN"
"GROUP_10792_SINGLE-STRAND BINDING PROTEIN FAMILY",-0.255469863627075,"GROUP_10792_SINGLE-STRAND BINDING PROTEIN FAMILY"
"GROUP_3163_RADICAL SAM ENZYME CFR FAMILY",-0.256143305930595,"GROUP_3163_RADICAL SAM ENZYME CFR FAMILY"
"GROUP_9297_PUTATIVE CI-LIKE REPRESSOR METALLO-PRTOEINASE MOTIF-PHAGE-ASSOCIATED (PUTATIVE UNCHARACTERIZED PROTEIN SPS0513)",-0.256899991473208,"GROUP_9297_PUTATIVE CI-LIKE REPRESSOR METALLO-PRTOEINASE MOTIF-PHAGE-ASSOCIATED (PUTATIVE UNCHARACTERIZED PROTEIN SPS0513)"
"GROUP_8627_TPR DOMAIN PROTEIN",-0.256940555147388,"GROUP_8627_TPR DOMAIN PROTEIN"
"CSD_CLASS-V AMINOTRANSFERASE",-0.257083452008283,"CSD_CLASS-V AMINOTRANSFERASE"
"GROUP_4410_TRANSCRIPTIONAL REGULATOR MUTR",-0.257349448272064,"GROUP_4410_TRANSCRIPTIONAL REGULATOR MUTR"
"GROUP_11955_PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3)",-0.257704131320837,"GROUP_11955_PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3)"
"GROUP_4627_MEMBRANE PROTEIN",-0.25779683630475,"GROUP_4627_MEMBRANE PROTEIN"
"GROUP_11887_BACTERIOCIN LACTOCOCCIN 972 FAMILY",-0.258101434491655,"GROUP_11887_BACTERIOCIN LACTOCOCCIN 972 FAMILY"
"HSDS_3_TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S",-0.258251515368071,"HSDS_3_TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S"
"GROUP_2290_PTS SYSTEM TRANSPORTER SUBUNIT IIA",-0.259626532396805,"GROUP_2290_PTS SYSTEM TRANSPORTER SUBUNIT IIA"
"GROUP_17432_DNA-BINDING PHAGE PROTEIN",-0.260111332250511,"GROUP_17432_DNA-BINDING PHAGE PROTEIN"
"GROUP_18233_CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR",-0.260535375869617,"GROUP_18233_CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR"
"GROUP_6907_HELICASE COMFA",-0.261578612031497,"GROUP_6907_HELICASE COMFA"
"GROUP_9883_BS_YKRK FAMILY PROTEIN",-0.261856739141399,"GROUP_9883_BS_YKRK FAMILY PROTEIN"
"GROUP_2633_PTS SYSTEM IIB COMPONENT (GALACTITOL/FRUCTOSE SPECIFIC)",-0.261962562807332,"GROUP_2633_PTS SYSTEM IIB COMPONENT (GALACTITOL/FRUCTOSE SPECIFIC)"
"GROUP_10849_GP37",-0.262306154947173,"GROUP_10849_GP37"
"GROUP_13675_MEMBRANE SPANNING PROTEIN",-0.262633798172385,"GROUP_13675_MEMBRANE SPANNING PROTEIN"
"GROUP_11918_TFOX N- DOMAIN FAMILY PROTEIN",-0.263579969059831,"GROUP_11918_TFOX N- DOMAIN FAMILY PROTEIN"
"GROUP_16717_RIBOKINASE FAMILY SUGAR KINASE",-0.264710547821363,"GROUP_16717_RIBOKINASE FAMILY SUGAR KINASE"
"MCRB_MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT",-0.264778846026554,"MCRB_MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT"
"GROUP_2423_MEMBRANE PROTEIN",-0.265386877642128,"GROUP_2423_MEMBRANE PROTEIN"
"YHFQ_IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN",-0.265473553437443,"YHFQ_IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN"
"GROUP_18254_PHOSPHOGLYCOLATE PHOSPHATASE",-0.265510234070945,"GROUP_18254_PHOSPHOGLYCOLATE PHOSPHATASE"
"GROUP_11640_PNEUMOCOCCAL VACCINE ANTIGEN A",-0.26551751998361,"GROUP_11640_PNEUMOCOCCAL VACCINE ANTIGEN A"
"GROUP_9589_GLYCOSYL HYDROLASES FAMILY 32",-0.265540492675978,"GROUP_9589_GLYCOSYL HYDROLASES FAMILY 32"
"DLTC_D-ALANYL CARRIER PROTEIN DCP",-0.266051519175959,"DLTC_D-ALANYL CARRIER PROTEIN DCP"
"GROUP_1592_GP27",-0.266125205389835,"GROUP_1592_GP27"
"GROUP_8528_PURINE NUCLEOSIDE PHOSPHORYLASE",-0.26631314613113,"GROUP_8528_PURINE NUCLEOSIDE PHOSPHORYLASE"
"GROUP_11585_INTEGRAL MEMBRANE PROTEIN",-0.266329914880347,"GROUP_11585_INTEGRAL MEMBRANE PROTEIN"
"GROUP_7443_IMMUNITY PROTEIN BLPL",-0.267269479949475,"GROUP_7443_IMMUNITY PROTEIN BLPL"
"GROUP_11048_DNA REPLICATION PROTEIN",-0.267590899037718,"GROUP_11048_DNA REPLICATION PROTEIN"
"GROUP_3016_SNF2 FAMILY PROTEIN",-0.268005615730155,"GROUP_3016_SNF2 FAMILY PROTEIN"
"ATPH_PROTON-TRANSLOCATING ATPASE F1 SECTOR DELTA-SUBUNIT",-0.268160184738392,"ATPH_PROTON-TRANSLOCATING ATPASE F1 SECTOR DELTA-SUBUNIT"
"GROUP_19566_D-MANNONATE OXIDOREDUCTASE",-0.268820301574725,"GROUP_19566_D-MANNONATE OXIDOREDUCTASE"
"BLPO_2_BACTERIOCIN BLPO",-0.26966804954765,"BLPO_2_BACTERIOCIN BLPO"
"GROUP_8707_SIGNAL TRANSDUCTION HISTIDINE KINASE",-0.269744053282389,"GROUP_8707_SIGNAL TRANSDUCTION HISTIDINE KINASE"
"GROUP_16062_PTS SYSTEM LACTOSE-SPECIFIC IIBC COMPONENT",-0.269843321600434,"GROUP_16062_PTS SYSTEM LACTOSE-SPECIFIC IIBC COMPONENT"
"GROUP_8478_AMINO ACID PERMEASE FAMILY PROTEIN",-0.27051276877031,"GROUP_8478_AMINO ACID PERMEASE FAMILY PROTEIN"
"GMUC_2_PHOSPHOTRANSFERASE SYSTEM",-0.27077414580663,"GMUC_2_PHOSPHOTRANSFERASE SYSTEM"
"GROUP_2784_SURFACE PROTEIN (FRAGMENT)",-0.270937416111427,"GROUP_2784_SURFACE PROTEIN (FRAGMENT)"
"ASD_ASPARTATE-SEMIALDEHYDE DEHYDROGENASE",-0.271370281470377,"ASD_ASPARTATE-SEMIALDEHYDE DEHYDROGENASE"
"GROUP_1545_TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY",-0.271855678403594,"GROUP_1545_TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY"
"DEGA_2_LACI FAMILY TRANSCRIPTIONAL REGULATOR",-0.273423178794067,"DEGA_2_LACI FAMILY TRANSCRIPTIONAL REGULATOR"
"GROUP_16147_PUTATIVE IMMUNITY PROTEIN",-0.273809272799499,"GROUP_16147_PUTATIVE IMMUNITY PROTEIN"
"PNCG_IMMUNITY PROTEIN",-0.274658317996477,"PNCG_IMMUNITY PROTEIN"
"YBBH_2_PHOSPHOSUGAR-BINDING TRANSCRIPTIONAL REGULATOR",-0.274934750552447,"YBBH_2_PHOSPHOSUGAR-BINDING TRANSCRIPTIONAL REGULATOR"
"GROUP_4718_SENSOR HISTIDINE KINASE BLPH",-0.275043428306032,"GROUP_4718_SENSOR HISTIDINE KINASE BLPH"
"GROUP_13738_REGULATOR OF GTFB",-0.276547924435228,"GROUP_13738_REGULATOR OF GTFB"
"GROUP_4735_GLYOXALASE",-0.276857224993293,"GROUP_4735_GLYOXALASE"
"GROUP_9366_INTEGRAL MEMBRANE PROTEIN",-0.279128956511085,"GROUP_9366_INTEGRAL MEMBRANE PROTEIN"
"GROUP_4644_AMINO ACID ABC TRANSPORTER PERMEASE",-0.279197551201215,"GROUP_4644_AMINO ACID ABC TRANSPORTER PERMEASE"
"GROUP_3928_IRON ABC TRANSPORTER IRON-BINDING PROTEIN",-0.279469315741801,"GROUP_3928_IRON ABC TRANSPORTER IRON-BINDING PROTEIN"
"GROUP_4497_25-DIKETO-D-GLUCONIC ACID REDUCTASE A",-0.279836271125894,"GROUP_4497_25-DIKETO-D-GLUCONIC ACID REDUCTASE A"
"GROUP_7916_GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE",-0.280767027279116,"GROUP_7916_GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE"
"YHBU_2_U32 FAMILY PEPTIDASE",-0.280832717677396,"YHBU_2_U32 FAMILY PEPTIDASE"
"GROUP_2854_NEOPULLULANASE",-0.281055374057693,"GROUP_2854_NEOPULLULANASE"
"PTS-EIIC_PTS SYSTEM IIC COMPONENT",-0.281746711465117,"PTS-EIIC_PTS SYSTEM IIC COMPONENT"
"GROUP_10806_GNAT FAMILY ACETYLTRANSFERASE",-0.282868776601761,"GROUP_10806_GNAT FAMILY ACETYLTRANSFERASE"
"GROUP_4213_SUGAR HYDROLASE",-0.28348390558533,"GROUP_4213_SUGAR HYDROLASE"
"GROUP_11178_ABC TRANSPORTER PERMEAE",-0.284193166013844,"GROUP_11178_ABC TRANSPORTER PERMEAE"
"GROUP_10225_ABC TRANSPORTER PERMEASE SP1688",-0.285007678849674,"GROUP_10225_ABC TRANSPORTER PERMEASE SP1688"
"GROUP_5302_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.285275923257137,"GROUP_5302_ABC TRANSPORTER ATP-BINDING PROTEIN"
"POTA_1_SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN",-0.28552376805264,"POTA_1_SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN"
"GROUP_12512_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.28609024782293,"GROUP_12512_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_11138_PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN",-0.28644810441153,"GROUP_11138_PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_5099_SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY",-0.286818121253465,"GROUP_5099_SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY"
"GROUP_1101_LYTIC AMIDASE (N-ACETYLMURAMOYL-L-ALANINE AMIDASE)",-0.286930961671196,"GROUP_1101_LYTIC AMIDASE (N-ACETYLMURAMOYL-L-ALANINE AMIDASE)"
"GROUP_2622_TRANSCRIPTIONAL REGULATOR",-0.287161956636164,"GROUP_2622_TRANSCRIPTIONAL REGULATOR"
"GROUP_13371_TRANSCRIPTIONAL REPRESSOR OF FRUCTOSE OPERON",-0.288141210649651,"GROUP_13371_TRANSCRIPTIONAL REPRESSOR OF FRUCTOSE OPERON"
"GROUP_5683_6-PHOSPHO-BETA-GLUCOSIDASE",-0.289181615548012,"GROUP_5683_6-PHOSPHO-BETA-GLUCOSIDASE"
"GROUP_3664_MAJOR FACILITATOR SUPERFAMILY PERMEASE",-0.290638919175737,"GROUP_3664_MAJOR FACILITATOR SUPERFAMILY PERMEASE"
"GROUP_7919_RIBOSOMAL LARGE SUBUNIT PSEUDOURIDINE SYNTHASE RLUD SUBFAMILY PROTEIN",-0.29106196598231,"GROUP_7919_RIBOSOMAL LARGE SUBUNIT PSEUDOURIDINE SYNTHASE RLUD SUBFAMILY PROTEIN"
"GROUP_18354_CELL WALL SURFACE ANCHORED PROTEIN",-0.291685322131946,"GROUP_18354_CELL WALL SURFACE ANCHORED PROTEIN"
"GROUP_9961_INTEGRASE/RECOMBINASE PHAGE INTEGRASE FAMILY",-0.292497086220692,"GROUP_9961_INTEGRASE/RECOMBINASE PHAGE INTEGRASE FAMILY"
"YHEI_1_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE",-0.293376558169903,"YHEI_1_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE"
"GROUP_7967_PROPHAGE LAMBDASA04 TAIL TAPE MEASURE PROTEIN TP901 FAMILY",-0.293436667639022,"GROUP_7967_PROPHAGE LAMBDASA04 TAIL TAPE MEASURE PROTEIN TP901 FAMILY"
"GROUP_9038_DRUG EFFLUX ABC TRANSPORTER ATP-BINDING/PERMEASE PROTEIN",-0.293663539370563,"GROUP_9038_DRUG EFFLUX ABC TRANSPORTER ATP-BINDING/PERMEASE PROTEIN"
"GROUP_13351_TRANSPORTER",-0.293685745957103,"GROUP_13351_TRANSPORTER"
"CAPD_NUCLEOSIDE-DIPHOSPHATE SUGAR ISOMERASE",-0.295759106492758,"CAPD_NUCLEOSIDE-DIPHOSPHATE SUGAR ISOMERASE"
"GROUP_10164_BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT",-0.296852004363329,"GROUP_10164_BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT"
"REPA_REPLICATION INITIATOR PROTEIN",-0.297184768043752,"REPA_REPLICATION INITIATOR PROTEIN"
"GROUP_1800_COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA",-0.298294132734313,"GROUP_1800_COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA"
"GROUP_4590_MEMBRANE PROTEIN",-0.298643864933292,"GROUP_4590_MEMBRANE PROTEIN"
"YHBU_1_U32 FAMILY PEPTIDASE",-0.299376822603232,"YHBU_1_U32 FAMILY PEPTIDASE"
"GROUP_19676_OLIGOSACCHARIDE REPEAT UNIT POLYMERASE",-0.299510053633616,"GROUP_19676_OLIGOSACCHARIDE REPEAT UNIT POLYMERASE"
"GROUP_19680_HEME-BASED AEROTACTIC TRANSDUCER",-0.299653225995553,"GROUP_19680_HEME-BASED AEROTACTIC TRANSDUCER"
"GROUP_11800_ABC TRANSPORTER PERMEASE",-0.300589199124589,"GROUP_11800_ABC TRANSPORTER PERMEASE"
"GROUP_8841_PROPHAGE PROTEIN",-0.300650341498628,"GROUP_8841_PROPHAGE PROTEIN"
"SACA_SUCROSE-6-PHOSPHATE HYDROLASE",-0.301812977208169,"SACA_SUCROSE-6-PHOSPHATE HYDROLASE"
"MSBA_2_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE",-0.302725423588417,"MSBA_2_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE"
"GROUP_3954_MACROLIDE EFFLUX ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",-0.302951051877868,"GROUP_3954_MACROLIDE EFFLUX ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE"
"GROUP_14889_PHAGE PROTEIN",-0.304235394577698,"GROUP_14889_PHAGE PROTEIN"
"GROUP_12163_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.304493518246389,"GROUP_12163_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_4186_COMPETENCE FACTOR TRANSPORT PROTEIN COMB",-0.305647465658209,"GROUP_4186_COMPETENCE FACTOR TRANSPORT PROTEIN COMB"
"GROUP_6506_PHAGE PROTEIN",-0.307056792927433,"GROUP_6506_PHAGE PROTEIN"
"GROUP_18252_FRG DOMAIN FAMILY",-0.307419733329437,"GROUP_18252_FRG DOMAIN FAMILY"
"GROUP_2379_MEMBRANE PROTEIN",-0.30819073388938,"GROUP_2379_MEMBRANE PROTEIN"
"GROUP_5507_PUTATIVE PEPTIDASE",-0.308397793842238,"GROUP_5507_PUTATIVE PEPTIDASE"
"HPAIIM_PUTATIVE DNA METHYLASE",-0.309353286222586,"HPAIIM_PUTATIVE DNA METHYLASE"
"GROUP_4753_SUA5/YCIO/YRDC FAMILY PROTEIN",-0.309862427803656,"GROUP_4753_SUA5/YCIO/YRDC FAMILY PROTEIN"
"GROUP_6014_CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN",-0.310664124349887,"GROUP_6014_CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN"
"GROUP_7778_PUTATIVE PHAGE LIPOPROTEIN",-0.311033603575681,"GROUP_7778_PUTATIVE PHAGE LIPOPROTEIN"
"GROUP_5220_ALPHA/BETA HYDROLASE RELATED PROTEIN",-0.31103648520213,"GROUP_5220_ALPHA/BETA HYDROLASE RELATED PROTEIN"
"GROUP_5325_ARGININOSUCCINATE SYNTHASE",-0.311412395446763,"GROUP_5325_ARGININOSUCCINATE SYNTHASE"
"GROUP_9043_DRUG EFFLUX ABC TRANSPORTER ATP-BINDING/PERMEASE PROTEIN",-0.311764086867089,"GROUP_9043_DRUG EFFLUX ABC TRANSPORTER ATP-BINDING/PERMEASE PROTEIN"
"GROUP_3449_MEMBRANE PROTEIN",-0.31181946554488,"GROUP_3449_MEMBRANE PROTEIN"
"GROUP_10144_ZN-FINGER",-0.312471249916699,"GROUP_10144_ZN-FINGER"
"GROUP_4096_PUTATIVE MEMBRANE PROTEIN YETF",-0.312595108897372,"GROUP_4096_PUTATIVE MEMBRANE PROTEIN YETF"
"GROUP_2470_ENDONUCLEASE",-0.313089498748993,"GROUP_2470_ENDONUCLEASE"
"MURE2_UDP-N-ACETYLMURAMOYLALANYL-D-GLUTAMATE--2 6-DIAMINOPIMELATE LIGASE",-0.313804364414567,"MURE2_UDP-N-ACETYLMURAMOYLALANYL-D-GLUTAMATE--2 6-DIAMINOPIMELATE LIGASE"
"GROUP_8433_LANTIBIOTIC MODIFYING ENZYME",-0.314802606949398,"GROUP_8433_LANTIBIOTIC MODIFYING ENZYME"
"GROUP_12916_PROPHAGE LP2 PROTEIN 33",-0.316043664060668,"GROUP_12916_PROPHAGE LP2 PROTEIN 33"
"PRMA_RIBOSOMAL PROTEIN METHYLTRANSFERASE",-0.316062579587691,"PRMA_RIBOSOMAL PROTEIN METHYLTRANSFERASE"
"GROUP_2337_INTEGRAL MEMBRANE PROTEIN",-0.316889371782636,"GROUP_2337_INTEGRAL MEMBRANE PROTEIN"
"GROUP_9770_ACETYLTRANSFERASE",-0.318632840548426,"GROUP_9770_ACETYLTRANSFERASE"
"GROUP_15139_ABC TRANSPORTER SUGAR TRANSPORTER SUGAR BINDING LIPOPROTEIN-N-ACETYLNEURAMINATE-BINDING PROTEIN",-0.319444817793329,"GROUP_15139_ABC TRANSPORTER SUGAR TRANSPORTER SUGAR BINDING LIPOPROTEIN-N-ACETYLNEURAMINATE-BINDING PROTEIN"
"GROUP_15264_PUTATIVE TRANSCRIPTIONAL REGULATOR",-0.321803410888011,"GROUP_15264_PUTATIVE TRANSCRIPTIONAL REGULATOR"
"GROUP_5891_PHAGE PROTEIN",-0.32316279238028,"GROUP_5891_PHAGE PROTEIN"
"GROUP_12927_REPLICATION INITIATION PROTEIN",-0.324163191299899,"GROUP_12927_REPLICATION INITIATION PROTEIN"
"SSTT_1_DICARBOXYLATE/AMINO ACID:CATION (NA+ OR H+) SYMPORTER FAMILY PROTEIN",-0.325301155894015,"SSTT_1_DICARBOXYLATE/AMINO ACID:CATION (NA+ OR H+) SYMPORTER FAMILY PROTEIN"
"GROUP_13318_TYPE I RESTRICTION ENZYME RELATED PROTEIN",-0.325634035897639,"GROUP_13318_TYPE I RESTRICTION ENZYME RELATED PROTEIN"
"GROUP_7727_SHIKIMATE KINASE",-0.326237715202149,"GROUP_7727_SHIKIMATE KINASE"
"GROUP_18421_PHAGE PROTEIN",-0.326241934565332,"GROUP_18421_PHAGE PROTEIN"
"PNCM_IMMUNITY PROTEIN PNCM",-0.326748990402052,"PNCM_IMMUNITY PROTEIN PNCM"
"GROUP_7959_TRANSCRIPTIONAL REGULATOR",-0.327683865666095,"GROUP_7959_TRANSCRIPTIONAL REGULATOR"
"GROUP_13618_ACETYLTRANSFERASE GNAT FAMILY",-0.327998794973366,"GROUP_13618_ACETYLTRANSFERASE GNAT FAMILY"
"CLPE_ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT",-0.32809200614768,"CLPE_ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT"
"GROUP_6903_MEMBRANE PROTEIN",-0.328240324157126,"GROUP_6903_MEMBRANE PROTEIN"
"INT-TN_INTEGRASE",-0.329121781228359,"INT-TN_INTEGRASE"
"GROUP_108_CHLOROHYDROLASE",-0.32919844079715,"GROUP_108_CHLOROHYDROLASE"
"GROUP_8065_S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN",-0.329469808157749,"GROUP_8065_S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN"
"GROUP_11678_PHAGE PROTEIN",-0.330149245971588,"GROUP_11678_PHAGE PROTEIN"
"GROUP_9028_HELICASE",-0.330344122347122,"GROUP_9028_HELICASE"
"GROUP_3585_HYDROLASE",-0.330807722338959,"GROUP_3585_HYDROLASE"
"GROUP_13918_GLUTAMINE ABC TRANSPORTER PERMEASE",-0.331260894391774,"GROUP_13918_GLUTAMINE ABC TRANSPORTER PERMEASE"
"ADHR_MERR FAMILY TRANSCRIPTIONAL REGULATOR",-0.331515559185474,"ADHR_MERR FAMILY TRANSCRIPTIONAL REGULATOR"
"GROUP_4010_OLIGOPEPTIDE BINDING LIPOPROTEIN",-0.333286952125923,"GROUP_4010_OLIGOPEPTIDE BINDING LIPOPROTEIN"
"FLAR_TOPOLOGY MODULATION PROTEIN",-0.333320622930909,"FLAR_TOPOLOGY MODULATION PROTEIN"
"GROUP_5260_LYSM DOMAIN PROTEIN",-0.333339037228507,"GROUP_5260_LYSM DOMAIN PROTEIN"
"GROUP_14890_PHAGE PROTEIN",-0.333564933780426,"GROUP_14890_PHAGE PROTEIN"
"AMIA_OLIGOPEPTIDE-BINDING PROTEIN AMIA",-0.333886433216309,"AMIA_OLIGOPEPTIDE-BINDING PROTEIN AMIA"
"GROUP_8964_EXTRACELLULAR SOLUTE-BINDING PROTEIN",-0.334812616183658,"GROUP_8964_EXTRACELLULAR SOLUTE-BINDING PROTEIN"
"GROUP_2654_PTS SYSTEM GALACTOSE-SPECIFIC TRANSPORTER SUBUNIT IIB",-0.33534195671897,"GROUP_2654_PTS SYSTEM GALACTOSE-SPECIFIC TRANSPORTER SUBUNIT IIB"
"GROUP_7845_LIPOPROTEIN",-0.336336471013273,"GROUP_7845_LIPOPROTEIN"
"GROUP_8972_CYANATE PERMEASE",-0.336773260026964,"GROUP_8972_CYANATE PERMEASE"
"GROUP_13141_S-ADENOSYL-METHYLTRANSFERASE MRAW",-0.337136492642255,"GROUP_13141_S-ADENOSYL-METHYLTRANSFERASE MRAW"
"GROUP_2832_ALPHA-FUCOSIDASE",-0.338030603583764,"GROUP_2832_ALPHA-FUCOSIDASE"
"GROUP_3682_ACETYLTRANSFERASE GNAT FAMILY PROTEIN",-0.338270496139153,"GROUP_3682_ACETYLTRANSFERASE GNAT FAMILY PROTEIN"
"GROUP_13729_MEMBRANE PROTEIN",-0.338528388799237,"GROUP_13729_MEMBRANE PROTEIN"
"UGPA_2_ABC TRANSPORTER PERMEASE",-0.338656270761394,"UGPA_2_ABC TRANSPORTER PERMEASE"
"GROUP_14441_MGTC/SAPB TRANSPORTER",-0.33884799469968,"GROUP_14441_MGTC/SAPB TRANSPORTER"
"GROUP_4022_BRANCHED-CHAIN AMINO ACID PERMEASE",-0.338936486741461,"GROUP_4022_BRANCHED-CHAIN AMINO ACID PERMEASE"
"GROUP_6852_NRAMP FAMILY METAL ION TRANSPORTER",-0.339331880751978,"GROUP_6852_NRAMP FAMILY METAL ION TRANSPORTER"
"PHOU_3_SODIUM-DEPENDENT PHOSPHATE TRANSPORTER",-0.33940554669617,"PHOU_3_SODIUM-DEPENDENT PHOSPHATE TRANSPORTER"
"GROUP_11007_HAD SUPERFAMILY HYDROLASE",-0.341178480706169,"GROUP_11007_HAD SUPERFAMILY HYDROLASE"
"GROUP_3634_PEP-UTILIZING ENZYME FAMILY PROTEIN",-0.342136298476764,"GROUP_3634_PEP-UTILIZING ENZYME FAMILY PROTEIN"
"ZMPA_IMMUNOGLOBULIN A1 PROTEASE",-0.343899556049056,"ZMPA_IMMUNOGLOBULIN A1 PROTEASE"
"GROUP_2161_CHOLINE BINDING PROTEIN",-0.347474869914443,"GROUP_2161_CHOLINE BINDING PROTEIN"
"GROUP_11611_LIN0147",-0.348760044977703,"GROUP_11611_LIN0147"
"GROUP_6474_LEADER PEPTIDASE",-0.349297384981969,"GROUP_6474_LEADER PEPTIDASE"
"COABC_1_FLAVOPROTEIN INVOLVED IN PANTHOTHENATE METABOLISM",-0.35007101868329,"COABC_1_FLAVOPROTEIN INVOLVED IN PANTHOTHENATE METABOLISM"
"GROUP_8772_PUTATIVE ALPHA/BETA SUPERFAMILY HYDROLASE",-0.350626926311621,"GROUP_8772_PUTATIVE ALPHA/BETA SUPERFAMILY HYDROLASE"
"GROUP_8044_PHOSPHORYLASE PNP/UDP FAMILY PROTEIN",-0.350752317788106,"GROUP_8044_PHOSPHORYLASE PNP/UDP FAMILY PROTEIN"
"GROUP_13463_MUTT/NUDIX HYDROLASE FAMILY PROTEIN",-0.351297578107421,"GROUP_13463_MUTT/NUDIX HYDROLASE FAMILY PROTEIN"
"GROUP_14032_BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE",-0.352180554478401,"GROUP_14032_BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE"
"SEPF_YLMF PROTEIN",-0.353357114540897,"SEPF_YLMF PROTEIN"
"GROUP_12231_DAUNORUBICIN RESISTANCE TRANSMEMBRANE PROTEIN",-0.35410610203142,"GROUP_12231_DAUNORUBICIN RESISTANCE TRANSMEMBRANE PROTEIN"
